userID,genreID
justinalexander93,g17
seancollins95,g00
keithjackson41,g09
rebeccataylor61,g13
gloriabennett16,g14
terryalexander61,g06
geraldperez49,g13
annahall76,g20
barbararobinson86,g20
raymondrivera86,g00
jerryalexander06,g06
williemoore35,g09
stephenmitchell81,g08
juliemurphy43,g02
evelynmiller70,g19
annahall76,g10
roywilliams42,g09
rogerthompson93,g15
andrewwashington35,g13
debrasmith24,g14
dianaadams27,g16
louisecook85,g08
dennisbaker50,g20
ryantaylor78,g05
juanwilliams80,g14
danielflores39,g08
wandasmith22,g05
amandadiaz91,g16
deborahgonzalez64,g07
josejackson91,g15
rogerhernandez32,g18
brianwilliams25,g16
geraldturner04,g10
bonniecollins31,g05
bonnieclark64,g03
carolcoleman17,g17
juliepowell73,g11
antoniomitchell34,g04
karencook71,g00
arthurturner85,g09
richardpowell70,g04
bonnieperry52,g21
erichayes97,g09
bonnieallen04,g02
davidsimmons42,g10
thomasbrown71,g13
barbaramoore98,g16
geraldramirez46,g05
timothytorres48,g13
christophertaylor13,g19
susanmurphy67,g09
billymartinez79,g06
melissasmith17,g18
samuelcox08,g20
roserogers05,g21
roseharris67,g09
carolynrogers08,g04
carlgonzales03,g14
ronaldrobinson80,g17
bonniemiller13,g04
clarencecarter41,g03
rachelbennett04,g03
joycewood91,g17
richardhoward39,g00
phyllisbailey15,g07
bobbykelly95,g05
larrysanders85,g18
josedavis09,g02
albertrivera38,g18
janicenelson20,g12
donaldreed05,g13
bettycooper90,g02
matthewrobinson03,g12
karenwalker78,g19
kimberlymurphy59,g18
marilynjones15,g20
henrygonzales12,g21
lindarussell74,g07
clarencebrown78,g20
laurasanchez25,g08
joanwhite89,g04
stevencooper65,g13
juliecampbell03,g01
juanjenkins62,g15
tinalopez10,g12
jonathanhenderson88,g10
robertgreen84,g15
willieharris15,g06
matthewramirez56,g14
arthurphillips45,g11
gloriaprice40,g01
jeanrogers15,g13
dorothymorris25,g18
jeffreyscott74,g06
pamelathompson39,g02
jeanbennett48,g18
jessefoster52,g18
rogerparker52,g05
michaelpowell61,g01
josephcoleman99,g11
joanstewart56,g13
carlanderson22,g05
louisparker85,g12
johnnyjackson69,g10
mariacook02,g12
tinarodriguez59,g18
kennethhenderson27,g19
margaretsmith43,g21
gregoryedwards04,g13
jasonjones09,g08
dianecarter46,g01
deborahross58,g10
roymurphy42,g05
heathergray41,g03
amandasmith17,g19
craigramirez24,g12
judithanderson76,g14
adamsimmons04,g14
stephenwood12,g11
earlmitchell81,g07
patriciahoward88,g09
patrickanderson06,g04
justinlewis78,g03
jonathanlee59,g18
larrycook15,g19
phillipprice53,g17
annaroberts63,g03
helenstewart18,g09
jamescampbell11,g11
jeremymorris84,g00
jacquelinenelson52,g19
ernestalexander30,g06
chrisrivera19,g00
jerrykelly98,g13
patrickdiaz02,g14
mariawilliams42,g07
matthewmartin99,g15
brendacook08,g03
jenniferparker14,g04
teresabaker48,g06
robincampbell09,g15
keithgonzalez09,g11
jasonrobinson61,g19
paulanelson20,g17
kellygarcia58,g06
nicholasroberts03,g01
andrewbaker96,g08
jimmybryant06,g18
louisejames11,g00
paulacarter33,g17
timothylopez43,g14
kennethmartin75,g08
karencampbell05,g21
melissasimmons72,g13
davidgonzalez93,g17
richardsimmons97,g21
kimberlystewart41,g10
mariabryant32,g21
sarahrogers10,g00
normaperez46,g20
michellesimmons73,g09
haroldrussell42,g15
elizabethjames99,g16
carlthomas14,g15
garyhayes02,g21
sandragreen37,g05
kellyjames81,g17
amycarter57,g12
patriciahenderson75,g10
mildredperry83,g05
randybryant96,g16
tammyclark78,g14
rubymoore25,g12
janetturner61,g00
brendabarnes37,g18
janeanderson97,g16
kevinwatson42,g00
antoniowilson08,g20
emilycampbell48,g17
josephevans94,g20
patrickcollins30,g06
gregorythompson70,g15
jasonperry22,g10
annebell65,g04
bettybrooks11,g13
williamevans30,g07
thomasjackson90,g03
paullong53,g21
ralphreed02,g16
justinjackson80,g12
barbarabell82,g14
saramiller07,g06
alangriffin94,g02
williewalker47,g02
janiceparker51,g04
terrykelly16,g17
jacquelinecarter78,g12
josephyoung85,g00
adamgriffin86,g03
geraldparker19,g07
toddcarter89,g00
ernestturner31,g15
amandajenkins17,g13
antoniocooper51,g09
carolbennett64,g13
ryangonzalez34,g19
kevinhayes10,g03
dorothywilson16,g21
joshuapeterson91,g01
shirleywood07,g07
loribell99,g08
louisediaz05,g07
alicegonzalez06,g05
howardparker59,g13
seanwright79,g03
michellerichardson60,g21
evelynwalker74,g11
rogeralexander26,g09
wandaroberts03,g03
janeramirez10,g11
joanharris10,g06
henryrobinson31,g08
ryanturner76,g13
gregoryjones74,g19
patriciataylor47,g19
ernestsanchez59,g14
paulayoung11,g13
susanramirez80,g17
cherylcooper10,g18
johnbryant71,g19
peterjenkins78,g12
anthonyclark65,g06
jerryramirez89,g03
danielhernandez19,g18
marthahill41,g03
carolsmith98,g10
ruthtaylor06,g05
josephwood76,g12
michellephillips94,g19
victorjones76,g15
philipyoung76,g05
ashleyhall96,g18
dianacarter48,g05
patriciahoward88,g13
kathleendavis18,g12
wayneking84,g04
gregoryparker53,g17
patricklewis19,g03
joshuamartinez66,g05
janebarnes59,g17
larrymurphy92,g08
rogerking01,g18
katherinebrown38,g21
matthewcooper90,g17
scottlopez11,g15
antoniomoore39,g08
cynthiagriffin04,g07
carlosgray95,g19
scottcox99,g03
emilywhite25,g00
helenking92,g19
rachelreed20,g14
danielprice01,g06
carlosyoung58,g10
roybrooks58,g05
ruthdiaz60,g16
jeremybennett32,g18
toddflores04,g06
juliarogers71,g16
judymiller07,g08
francesjackson41,g15
craigcoleman51,g10
roygonzalez64,g10
ralphjones24,g05
jessicabell00,g17
williamrobinson95,g20
paulasmith09,g07
barbaraperez41,g13
brandongonzalez10,g13
dianesanchez60,g20
louisdiaz82,g07
michellebrown59,g02
fredmartin37,g05
melissathomas24,g09
stephaniemorgan06,g13
rebeccajames69,g18
waynehayes41,g20
sharongarcia62,g07
tammymurphy47,g19
antoniothomas73,g10
rosebailey86,g18
louiselewis01,g18
christineturner72,g06
lindawilliams93,g16
tinacooper76,g15
dorothywilliams66,g13
nicholasturner46,g11
johnnywilson04,g16
kennethwatson38,g04
barbararussell34,g13
karencooper36,g19
shirleyroberts49,g08
timothyward34,g02
kimberlyadams58,g06
michellehall23,g04
heatherphillips78,g15
debratorres17,g13
gloriacampbell58,g08
shawnwhite81,g06
lawrencehall65,g14
willieperry28,g06
cherylthomas16,g18
joseevans44,g00
raymondbarnes16,g02
mariecoleman10,g20
josephcook14,g15
kathytaylor68,g11
seanscott95,g18
briangreen92,g11
clarencebrooks04,g08
dorothycollins80,g21
loiscook17,g12
jeffreyharris63,g06
edwardbrown11,g08
donnamitchell24,g08
denniscoleman57,g21
jacquelinecooper90,g14
williewilson70,g10
amycoleman70,g06
johnmoore61,g20
shawnalexander49,g13
martinthomas50,g03
amywhite11,g00
stephenprice53,g10
mildredevans91,g05
elizabethadams88,g12
lawrencetorres00,g17
michellepowell74,g13
stevenmartin90,g17
christopherlewis91,g02
pamelabaker45,g08
rubybarnes88,g07
earlcox87,g02
jackprice04,g20
juliamartin88,g21
stevejohnson64,g20
juliasanders94,g01
heathersimmons25,g11
shirleybrown88,g13
toddcollins01,g15
brucegonzales23,g02
martinwright61,g19
janicehayes19,g01
edwardrichardson91,g13
emilystewart33,g02
deborahwhite41,g20
shirleyallen19,g07
stephanieadams07,g07
kevinbrown31,g09
stephaniefoster05,g19
jasonthompson10,g15
donnapatterson82,g19
jeremycollins90,g15
kellysmith30,g12
tinalopez10,g18
kellywhite42,g18
sarahgray24,g18
tinarogers65,g02
cynthiacook97,g06
jesseclark22,g21
lillianpatterson45,g05
andrewhayes98,g15
amandaking15,g15
rosemorris16,g18
katherinebaker24,g02
marymorgan88,g17
nicoleking71,g04
walterdiaz88,g19
arthurharris99,g06
lindadavis73,g00
phylliscooper00,g14
kevinhayes10,g15
donnaparker39,g06
kellywilson53,g09
terrycampbell32,g16
timothylong82,g13
ronaldrivera44,g12
earljames13,g13
jackrivera94,g06
jeffreymartinez35,g10
waynecollins18,g12
dorisgarcia24,g19
jeffreyjackson26,g21
andrewreed22,g21
elizabethallen97,g04
ruthcook74,g10
denisegonzalez42,g11
judithhayes46,g15
amandagreen44,g05
adamkelly45,g00
ronaldmiller17,g07
timothyhall78,g04
jacquelinebrown66,g20
helenrussell74,g12
margaretbutler17,g21
jacquelinemoore20,g21
carolgonzales38,g03
sarahenderson17,g13
larrywatson31,g08
justinpatterson74,g17
kellywilliams34,g18
lorilopez54,g04
waynedavis04,g01
katherinebryant07,g08
susansanchez91,g11
waltercampbell75,g12
alicewashington44,g15
jamesross01,g11
kimberlylong20,g08
juanlee97,g06
robertharris62,g21
joshuawood09,g14
judyturner68,g07
stevewilliams49,g16
chriscarter38,g18
mariejames71,g12
martinrobinson64,g11
anthonyturner76,g10
craigrobinson58,g18
rogertaylor24,g08
irenecox02,g01
stephenpeterson74,g00
erictaylor24,g18
martinjackson57,g13
waynelong23,g06
marypowell98,g10
samuelfoster22,g08
danielcoleman82,g20
joycegarcia30,g19
joshuaramirez85,g07
tinaramirez36,g13
josephmoore11,g15
kellywashington22,g08
elizabethflores68,g16
denniscarter05,g17
scottmorgan62,g17
bobbyjones96,g01
victorbrown94,g02
jenniferparker14,g13
cynthiaphillips02,g17
christinelopez94,g20
georgealexander90,g01
katherinewilson46,g06
maryallen56,g08
andrewgreen61,g21
cheryllopez02,g05
lisareed93,g13
kathleenlee55,g13
matthewbryant24,g14
jessebarnes02,g19
terrylopez87,g17
mariethompson72,g03
amandajames83,g06
billycook42,g09
williegonzales19,g11
brendalee55,g13
toddcarter89,g08
keithphillips52,g21
dorisallen19,g11
davidwhite39,g16
rebeccagarcia01,g00
dorothyperez97,g16
williemitchell07,g05
jeffreyrichardson42,g17
ryanwashington37,g13
nicoleclark27,g02
franklong79,g12
douglaspowell89,g21
robinbrown65,g19
joshuawhite67,g11
craigevans62,g14
teresayoung80,g03
jeffreywashington50,g13
mariebryant90,g02
scottross28,g10
nicoleharris45,g10
lisalopez19,g12
jasonmorgan22,g19
dianaturner35,g17
haroldyoung21,g12
rebeccawilson91,g09
joshuawatson18,g09
joycemorris98,g08
melissapeterson44,g13
tinarodriguez59,g02
emilyhughes41,g03
francesgray02,g15
janethoward87,g13
angelanelson04,g20
ruthrodriguez81,g12
melissahall60,g15
chriskelly45,g07
seanwalker95,g20
jeantorres99,g21
glorialopez08,g10
roybennett37,g12
raymondbutler79,g07
stevencoleman99,g01
michellebennett73,g01
sarahparker56,g04
andrearichardson46,g12
jamescoleman97,g02
juliajackson13,g09
fredsimmons76,g15
maryevans00,g15
lawrencecoleman36,g17
brendaperez26,g07
nicolegreen36,g08
robingreen90,g17
gloriathompson96,g03
ashleyyoung35,g16
margaretwashington94,g11
michaelreed04,g07
ralphanderson08,g11
adamrivera42,g12
dianalewis16,g15
elizabethscott85,g12
philipwood47,g14
brendalee55,g09
rebeccakelly85,g03
michaelsimmons99,g04
harryperez30,g07
bonniediaz06,g18
kevinhenderson40,g14
anthonylong73,g09
shawnperez28,g21
earltaylor63,g09
paulaparker69,g10
margaretthompson79,g20
rogerperez77,g16
cherylharris16,g11
ryanedwards71,g10
annesimmons44,g13
donnawhite14,g19
kathymartinez74,g18
dennisadams41,g03
rachelcook26,g06
harrywatson75,g01
alicerogers06,g03
carlosjenkins60,g12
nicholasbryant08,g10
antoniohoward03,g06
albertmorgan35,g17
robinbaker22,g20
stevengonzales36,g01
margaretjohnson07,g12
heathergriffin62,g00
kathleenwilliams79,g02
walterward94,g11
lindamiller98,g00
jeanlong82,g17
gregorymurphy62,g03
joesimmons08,g12
catherinemorgan91,g03
bonniejohnson73,g15
denisejenkins07,g09
christophertorres03,g21
haroldmorris20,g17
michellesanchez26,g21
lilliancampbell64,g18
pameladavis07,g00
thomasfoster75,g08
andreaking66,g16
seankelly88,g00
toddmorris34,g05
elizabethwright95,g01
josephyoung85,g04
georgemartin08,g10
robinfoster67,g13
garyperry97,g02
francesevans86,g06
chrishall57,g18
garythomas83,g00
joycepeterson83,g20
georgenelson37,g12
jameswilson85,g06
jasonrussell43,g19
clarencedavis26,g10
edwardcook20,g20
clarencescott32,g10
amyfoster36,g03
jessebrooks26,g01
stevelopez63,g09
waynecoleman55,g14
antoniocoleman82,g09
dorishughes30,g11
carolynmartinez06,g17
elizabethrivera83,g07
mariecox05,g07
pamelalee59,g09
jessebell97,g19
cherylpatterson92,g04
catherinetorres22,g05
jenniferhall07,g00
ernestreed10,g16
racheldiaz63,g12
brandonsimmons80,g14
nicholasadams54,g19
victormartin77,g10
antonioanderson79,g00
rebeccaparker83,g06
justinjenkins20,g09
janetwhite42,g06
mariebennett64,g14
carlostorres91,g11
georgereed47,g17
dianeanderson46,g16
harryrogers26,g17
michellegray03,g06
frankcox51,g00
jeffreyhenderson95,g10
bettyjackson21,g11
tammycollins76,g06
craigsimmons53,g07
rebeccaanderson19,g02
harryedwards41,g18
randywood49,g02
jessicagonzalez50,g12
toddphillips67,g11
terrygray99,g07
thomasedwards36,g20
juliewhite59,g19
amylong10,g06
sandramartinez95,g05
billywashington87,g14
lisapowell14,g11
douglaslewis85,g16
chrisedwards62,g15
christinewatson04,g00
rosebailey86,g14
albertbrooks41,g07
ruthwright88,g02
lawrenceross19,g04
annacampbell96,g01
ernesthayes33,g12
rosegarcia31,g03
brendaadams03,g19
jerryramirez89,g07
joanrivera63,g08
catherinebryant55,g06
dorothywood65,g09
ernesthoward19,g03
larryallen37,g07
paulmorris64,g17
henrymartinez79,g08
laurarivera19,g08
alicemorris85,g15
bettymorris81,g12
joshuabryant46,g11
nicolegriffin19,g21
brendabrooks31,g19
davidhall12,g15
shawnhoward15,g02
earllopez59,g05
antoniogray42,g09
juliawatson67,g09
garydiaz76,g11
kathryncooper27,g16
raymondyoung41,g16
juliahall33,g14
helenhenderson98,g21
nancyrogers46,g13
haroldwright03,g05
annawalker31,g01
russellrivera81,g15
eugenedavis28,g00
martintorres16,g11
beverlygonzalez43,g10
margaretmartinez15,g08
harrymitchell09,g16
dianehenderson15,g14
adammorris64,g06
kimberlybutler68,g03
anniecook50,g14
ryanking23,g15
dianalong04,g01
johnreed19,g10
stephenmiller20,g04
douglasross74,g18
billyphillips59,g11
howardwatson46,g07
julieparker02,g14
annedwards38,g14
mariebennett64,g18
pamelareed62,g15
joyceevans47,g01
arthurhenderson87,g01
jesseprice17,g01
kellyrobinson13,g02
christopherbrooks98,g07
dianarodriguez63,g03
albertscott36,g09
craigsimmons53,g11
irenewilson85,g07
wayneadams92,g18
johnharris62,g03
marieevans03,g17
shawnhughes34,g06
walterjones88,g12
rebeccacollins70,g04
jeffreybryant39,g05
jerrysmith65,g00
margaretmiller84,g03
nicolesimmons48,g12
helenbarnes00,g01
gloriacook86,g20
harryhughes33,g12
karencollins07,g06
davidbailey51,g03
nicoleramirez48,g05
irenewilliams20,g02
lindaevans93,g11
nicholasbarnes77,g07
joycerodriguez08,g17
albertthomas89,g08
williamcox13,g21
williejohnson24,g18
bettysanchez88,g11
rebeccabrown86,g14
jimmyflores80,g09
ruthross23,g04
deborahmartin01,g10
sharonpeterson65,g18
davidmorris68,g08
donnabaker13,g19
amyhenderson85,g20
sharonscott91,g10
shirleylewis74,g03
carolyngray24,g16
jenniferjones45,g05
jessealexander50,g01
sandrathompson35,g02
gloriaalexander82,g03
denisemorris45,g06
juliemorris89,g18
stevereed93,g11
denisepowell98,g03
antoniojames16,g20
judithgriffin71,g14
kimberlypatterson18,g13
lorigray79,g09
raymondcoleman95,g05
katherinemartin15,g21
sandrahughes57,g15
josebaker02,g06
jimmyreed62,g00
charlesgriffin99,g09
larrylong45,g20
sandramorgan62,g03
frankgonzalez85,g21
kimberlybennett34,g01
racheljones60,g03
victorpatterson77,g04
howardparker59,g12
carolynflores83,g08
angelabrown19,g20
douglasgriffin16,g07
kimberlyevans91,g15
christinereed48,g15
josephhernandez84,g19
albertbell41,g04
howardrodriguez45,g04
heatheranderson97,g11
stevenwilliams02,g14
jeanjackson63,g02
georgecooper93,g00
loisjones46,g07
laurathomas89,g17
helenhughes75,g15
franceswilson15,g19
amandahenderson01,g00
frankbrown38,g17
russelladams24,g21
donaldlewis34,g21
alicethomas03,g21
juancollins51,g02
christinawashington75,g04
henryprice96,g10
tammycook84,g17
anneross08,g09
dorothybrooks22,g20
lisajackson95,g02
kathrynbrown21,g14
judyturner68,g14
dianabell68,g00
stephenalexander03,g06
joewright55,g03
janetstewart10,g19
dorisrogers76,g17
patrickjenkins60,g04
barbaracox31,g18
helenmorris73,g09
judyhughes83,g11
charlesadams22,g18
antoniohayes62,g17
williamcollins84,g06
haroldjenkins08,g17
annmorris77,g12
anthonydavis68,g21
catherinecooper99,g21
jessicagray40,g15
thomasrivera51,g03
cheryltaylor98,g05
angelapeterson74,g07
kellyparker17,g13
roycox55,g09
danielmartinez53,g00
earldavis08,g18
louisecarter33,g04
maryharris75,g12
chrismorris88,g13
nancyturner68,g14
cynthiamorgan75,g02
ronaldflores05,g17
joeperry26,g18
arthurmartinez51,g16
paulsimmons75,g04
michellebarnes31,g15
rosebaker83,g06
jackbarnes30,g18
brendagarcia44,g10
lorimorgan64,g10
jeffreyjenkins08,g04
thomascooper42,g08
judyhughes83,g04
jamesrivera08,g14
stephenhenderson50,g05
geraldgarcia85,g15
evelynkelly36,g05
joshuascott01,g00
stevemoore06,g21
clarencemartin89,g04
victorramirez80,g04
clarencemiller44,g17
marthathompson01,g17
philipmorris76,g16
ashleymiller90,g02
joshuacollins41,g19
lorialexander92,g14
nicholaswhite73,g21
stevecoleman10,g16
anthonydavis68,g16
dianejohnson75,g02
marywalker95,g07
kimberlypeterson96,g02
alanstewart43,g06
ericmartin78,g01
tinaflores75,g07
denisemiller92,g21
henrydiaz08,g09
howardcox46,g11
patriciaedwards43,g13
pamelaross84,g11
richardevans28,g19
carlosbailey51,g08
angelaallen60,g05
marilynnelson16,g16
dorissimmons06,g06
dennisgarcia43,g20
joebell30,g18
judithalexander10,g18
shawnramirez56,g14
kimberlyjames37,g06
garywood59,g15
jamesbarnes10,g00
janiceharris04,g05
carloscoleman24,g03
wandahughes85,g03
joereed69,g16
nicolewhite70,g17
craigphillips40,g13
alicecooper16,g07
susanrobinson96,g15
shirleyscott61,g21
arthurhayes49,g09
stevencollins87,g12
fredroberts70,g13
roseperry14,g00
roserogers05,g07
loiswalker09,g08
carolyncoleman21,g01
rachelsimmons80,g21
kimberlyramirez87,g04
paulgray98,g06
juanmurphy41,g04
wandanelson66,g18
paulamartinez61,g16
laurawilson49,g10
carloshughes99,g09
joshuawhite67,g04
craigjames12,g07
marydavis25,g07
jasonsanchez06,g01
lawrenceparker02,g00
haroldyoung21,g21
patriciaallen97,g09
annwatson12,g07
carolynjames59,g13
garygonzales07,g20
ronaldwalker82,g05
brucecampbell19,g08
scottevans20,g07
brendawilliams91,g12
louisehoward51,g14
jessicaprice99,g04
garyross96,g08
marywilson91,g04
judithdavis51,g01
ralphlong31,g19
bobbybutler08,g01
brandonbutler51,g13
theresaadams52,g10
heatherrogers76,g13
nicholasturner46,g19
mariaadams42,g12
sharonbarnes23,g17
albertwhite47,g17
loishall73,g06
steveedwards94,g12
kathrynwood48,g07
bonnierodriguez38,g14
edwardsanchez34,g03
albertgriffin80,g01
rosecoleman70,g15
theresabell59,g21
earlwood26,g07
irenegonzales09,g04
kathygreen12,g20
chrisjames12,g18
nancyrobinson43,g10
maryedwards14,g02
henrygray38,g10
rogerlopez57,g02
chrisjackson05,g13
elizabethedwards16,g17
christopherbutler92,g12
jackcoleman00,g09
garyjackson26,g02
douglasgray23,g00
francesgonzalez52,g09
danielpowell22,g12
tinaparker52,g01
angelabell94,g14
louiseperry07,g02
rubyhenderson12,g07
gloriahernandez48,g03
patriciaking86,g02
wandarogers61,g21
charlesreed70,g05
markward12,g05
janetsanchez59,g02
barbaraphillips02,g05
emilyrobinson61,g12
earlpeterson95,g12
joycemartin17,g14
benjaminmorgan44,g16
henryward60,g00
theresayoung45,g18
kathybutler93,g01
willieross77,g08
charlescampbell92,g17
lisaevans79,g08
lisacook25,g20
marilyndavis50,g02
sandranelson50,g03
debrarussell32,g21
janetcarter52,g14
lawrencehughes35,g07
paulhall28,g17
philiplopez68,g03
geraldwilson21,g00
edwardjackson36,g07
alicewashington44,g18
amandaprice53,g09
kathleenrussell70,g06
samuelthomas01,g00
thomasmitchell69,g01
bruceallen66,g20
alicerogers06,g13
robertcook85,g15
peterwhite60,g05
aliceroberts42,g14
helensimmons35,g18
loriwalker41,g10
brendaharris63,g21
larrywatson31,g17
joshuakelly52,g06
juliakelly32,g03
keithcollins00,g09
annaperry83,g08
randypatterson65,g00
jessicamorgan77,g15
kathrynrussell87,g14
roberthernandez27,g01
catherinekelly32,g20
williamward21,g21
jeffreyrussell08,g17
shawnrivera52,g05
toddpatterson57,g20
patriciaevans41,g10
thomassimmons29,g00
joycestewart21,g08
robintaylor76,g01
emilygonzalez44,g06
williamgray66,g05
jackgriffin80,g09
jackcox91,g04
bobbywatson02,g14
keithbaker06,g01
annstewart76,g17
cynthiawood37,g02
phillipwashington01,g11
ralphcarter79,g14
cherylramirez56,g06
bettyhayes45,g15
margaretward72,g05
ericmoore69,g05
tinaharris71,g05
brianhoward17,g18
annecarter61,g17
franceslopez97,g08
juliethomas73,g12
ashleyphillips66,g21
andreacooper67,g07
justinramirez09,g00
jessecox62,g13
joethomas04,g04
phillipmurphy06,g04
philliproberts21,g03
kellythompson74,g00
edwardpatterson27,g06
donaldrodriguez78,g11
sandramitchell95,g03
billywood72,g00
carloswalker74,g12
shawnjenkins01,g12
rachellee92,g17
patriciaperez19,g03
albertmiller51,g19
charlesward14,g16
dianawhite21,g17
phyllisharris89,g16
paulagray30,g00
kennethdiaz59,g17
emilyreed52,g10
cynthiawatson89,g18
ryanpeterson89,g16
shawngriffin62,g06
williamwalker58,g14
katherinelewis23,g03
theresabarnes58,g14
antoniolopez81,g04
joanclark21,g18
davidbennett62,g03
marthapowell47,g15
andreareed58,g14
christhomas35,g20
ashleymartinez93,g20
normamitchell75,g10
justinalexander93,g08
antoniokelly08,g17
craigramirez24,g00
margaretross07,g08
victorlee86,g00
shawnking39,g16
alanreed63,g02
joecarter10,g05
christopherbennett81,g18
kimberlybailey56,g02
seanwhite12,g13
haroldmorris20,g10
janecampbell83,g02
russellwalker18,g16
margaretmorgan21,g03
janesimmons02,g03
lindagonzales01,g20
amandahughes99,g05
richardwalker91,g11
anniehall90,g03
charlessmith37,g18
rogergonzales13,g07
carolynthomas87,g21
ronaldmartinez38,g18
gregorylopez59,g00
alanhughes85,g18
andreaphillips89,g14
carolynbailey64,g16
keithtaylor45,g02
saragreen87,g18
jessicabutler87,g20
johnfoster09,g08
paulbennett73,g04
bettyjenkins69,g13
rebeccabennett22,g01
cheryljenkins99,g06
willielopez74,g08
josephroberts96,g09
kathycarter69,g11
annagray82,g10
ernestbrooks62,g10
walterroberts95,g03
michaelperry22,g07
jimmyhayes54,g02
rubythompson79,g09
emilypatterson49,g09
lorisanchez94,g01
melissaphillips35,g19
dorothyalexander69,g07
roytorres24,g19
brucelee37,g01
daniellewis34,g07
kennethbailey26,g03
josephprice34,g03
robertbutler04,g09
franceswhite52,g06
lisacarter99,g08
katherinehoward01,g19
richardrodriguez80,g12
jessehall24,g11
rubybrooks12,g08
harryedwards41,g21
howardrogers92,g09
bettybarnes13,g17
cynthiamurphy50,g13
bobbygarcia91,g06
marthaross80,g21
larryadams41,g12
antoniobaker28,g14
phillipbrooks75,g20
samuelpatterson09,g18
heatherking46,g00
donaldthomas02,g07
alanmurphy03,g13
lillianreed51,g05
karencooper36,g12
loiscarter48,g17
ashleyfoster79,g06
eugenepeterson21,g16
cynthiastewart98,g06
kathrynwhite50,g15
virginiamurphy17,g04
annacollins60,g07
teresahoward24,g11
carlosroberts81,g02
georgeclark82,g11
kevinwright59,g19
phylliswatson94,g13
sandrahenderson76,g20
philipprice71,g10
jasondiaz62,g09
paulaphillips76,g15
phillipbailey09,g21
dorishall16,g00
carolroberts02,g01
billypatterson22,g02
gregoryhoward02,g15
fredhall48,g15
ashleyprice62,g21
michelleyoung72,g04
garywilliams40,g06
eugeneperez06,g00
brandonprice27,g00
jessewalker80,g18
saraevans13,g19
sandraward77,g10
louiswilliams00,g17
virginiapeterson01,g15
nicholasmitchell71,g02
loisthomas95,g12
jerrytaylor81,g03
annrodriguez09,g13
normamorgan10,g09
tinahernandez99,g10
davidpeterson31,g12
ryankelly56,g19
amandaanderson25,g18
markcarter93,g16
donnaparker39,g12
lawrencewood57,g21
joshuaflores89,g20
craigperez59,g12
randybrown72,g18
ericwilliams11,g17
shirleypeterson49,g03
ashleyhoward05,g04
wandawood32,g19
christinahayes12,g20
terryramirez17,g13
kevinbailey77,g12
williamrodriguez62,g18
shirleykelly88,g13
russellmartin73,g04
russellhughes77,g04
alicerodriguez71,g12
gregoryscott23,g15
annebrown60,g20
sharonramirez95,g00
christopherharris51,g18
sandrawilson36,g19
rebeccathomas05,g15
dianewright59,g05
bettyadams75,g17
